timestamp,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,grf_vert_peak,contact_ratio,flight_time,stride_angle,kleg,kvert,grf_vert,grf_horiz,swing_force_rate,total_force_rate,vo2,time_max_fs,time_fs_mpv,time_mpv_mp,time_mp_to,time_to_min,time_swing,medial_lateral_gs,braking_gs_amp,impact_gs_amp,vertical_speed,elevation_gain,swing_excursion,yaw_excursion_fs_mp,yaw_excursion_mp_to,yaw_excursion_swing,stance_velocity_max_fs_mp,stance_velocity_max_mp_to,temperature,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to
87762.0,55,1.5702,120.2405,1.5702,638,0,137,2.2214,0.3867,2.1875,10,-10.7344,302.124,1.1285,127.8557,-139,6.883,0,0,15.3762,2.9209,0.4216,39.7067,14.9061,44,16,30,592,24,318,1.7773,2.125,1.125,-1.6602,-43.5,88.6719,2.1719,20.8125,20.9844,362.1216,556.7017,29.0,0.7851,-19.2813,10.8438,82.875
88760.0,56,1.574,121.0898,1.5702,627,0,130,3.5377,1.875,3.0,10,-11.75,304.8706,1.1611,126.5388,-132,6.2128,553.0001,0,15.6459,2.9193,0.4406,40.541,15.305,59,8,40,579,21,317,1.2695,2.0,1.0625,-1.6602,-43.5,82.3281,6.875,17.1719,22.0781,405.8838,540.4053,29.0,0.7851,-19.9531,10.0938,77.5938
89751.0,57,1.5778,121.4575,1.5702,614,0,135,4.104,2.2539,3.4297,12,-9.2813,249.8779,1.2182,124.2915,-120,5.1409,35.8322,0,15.9772,2.9161,0.4381,40.7861,15.4222,64,8,30,576,24,322,1.4102,1.75,1.5625,-1.6602,-43.5,85.1719,6.25,17.7344,21.1875,350.708,547.3022,29.0,0.7851,-20.8281,5.7656,80.9219
90739.0,58,1.5778,121.0898,1.5702,630,0,133,3.9823,2.3555,3.2109,10,-9.5,225.4028,1.146,127.1443,-135,6.496,0,0,15.5714,2.9306,0.4441,40.6164,15.3411,59,8,38,584,22,313,0.3008,2.4375,1.1875,-1.6602,-43.5,85.75,1.6563,19.625,17.2813,379.1504,569.8242,29.0,0.7851,-18.3125,9.875,81.0
91730.0,59,1.5778,120.0,1.5702,636,0,131,3.6624,0.5977,3.6133,10,-7.7031,217.5293,1.1447,127.2,-136,6.5917,0,0,15.4245,2.9363,0.4158,39.644,14.8761,46,8,34,594,26,316,1.5078,2.4375,1.5625,-1.6602,-43.5,88.2656,0.4844,15.2188,10.7656,367.9199,547.0581,29.0,0.7851,-14.875,10.3906,82.2031
92730.0,60,1.574,117.3021,1.5702,652,0,124,3.1012,0.4883,3.0625,10,-7.8281,206.4209,1.138,127.4682,-141,7.0805,0,0,15.046,2.9429,0.3533,37.4173,13.8113,19,18,26,608,26,327,1.3281,3.0625,1.0,-1.6602,-43.5,83.875,2.5,17.4844,19.1563,343.5669,502.6245,29.0,0.7851,-16.2656,10.5625,76.7031
93753.0,61,1.5625,115.1631,1.5702,644,0,125,4.2847,1.2773,4.0898,13,-3.2969,109.9854,1.236,123.6084,-123,5.3997,27.6907,0,15.2329,2.9093,0.2824,35.341,12.8184,14,8,14,622,28,338,1.1602,2.5625,1.5625,-1.6602,-43.5,94.7656,2.1563,17.5938,20.7969,304.8706,539.7949,29.0,0.7851,-20.1563,3.2344,89.6563
94795.0,62,1.5625,120.7243,1.5702,614,0,120,3.5897,1.0078,3.4453,8,-3.4375,340.8813,1.2378,123.5412,-117,4.8883,30.909,0,15.9772,2.8825,0.4146,39.946,15.0205,66,4,44,566,24,320,0.9063,1.1875,3.0,-1.6602,-43.5,82.8438,4.0469,18.4219,14.0781,454.9561,546.0205,29.0,0.7851,-18.3594,14.5313,78.5938
95789.0,63,1.5625,119.8801,1.5702,621,0,120,3.7879,1.9844,3.2266,9,-6.7969,193.5425,1.2238,124.0759,-121,5.2265,36.5803,0,15.7971,2.8886,0.4008,39.3751,14.7475,53,9,38,574,24,326,1.0273,3.375,1.4375,-1.6602,-43.5,79.5,0.9375,15.4688,9.9063,347.29,523.6206,29.0,0.7851,-18.4688,11.7031,74.6875
96790.0,64,1.5625,120.2405,1.5702,646,0,118,2.6764,0.0586,2.6758,8,-8.4375,192.8711,1.0898,129.4589,-147,7.6889,0,0,15.1858,2.9112,0.4251,39.5827,14.8468,38,8,50,588,22,318,0.9492,1.9375,1.75,-1.6602,-43.5,81.4063,4.3906,13.0781,16.0625,344.9097,520.6299,29.0,0.7851,-19.1719,15.1094,78.0313
97788.0,65,1.5548,117.0732,1.5702,654,0,112,2.8931,1.1992,2.6328,11,-10.7969,291.9312,1.1346,127.6098,-142,7.1803,0,0,15.0,2.9013,0.3433,36.9036,13.5657,28,5,40,609,26,316,0.0508,0.4375,1.6875,-1.6602,-43.75,82.7344,5.5625,14.6094,15.4219,374.4507,535.3394,29.0,0.7851,-21.6406,7.8594,77.7656
98813.0,66,1.551,119.403,1.5702,640,0,113,3.2554,1.3867,2.9453,9,-9.4844,185.6079,1.1406,127.3632,-138,6.7853,0,0,15.3281,2.8799,0.398,38.7868,14.4662,41,8,40,592,26,317,1.4102,2.75,1.1875,-1.6602,-43.75,85.4219,3.1563,17.0781,17.4063,346.8018,517.0898,29.0,0.7851,-17.75,11.5938,80.0313
